List,Sector,Short Form,Category,For TV,Market Cap,,Ticker,Cap Type,,,,SNo,Stategy,Flagship 40 (F40),Emerging 40 (E40),Smartpick 200 (S200),All listed,,List,Method,Cap,LIst Update,Volatality,Reward,Priority in Opportunity
BLUESTARCO,Normal,S200,Smartpick 200,"BLUESTARCO,",Small Cap,,VMM,Mid Cap,,,,,,,,,,,,,,,,,
MEDANTA,Normal,S200,Smartpick 200,"MEDANTA,",Small Cap,,HDBFS,Mid Cap,,,,,,,,,,,,,,,,,
ESCORTS,Normal,S200,Smartpick 200,"ESCORTS,",Small Cap,,TATACOMM,Mid Cap,,,,,,,,,,,,,,,,,
KPRMILL,Normal,S200,Smartpick 200,"KPRMILL,",Small Cap,,UPL,Mid Cap,,,,,,,,,,,,,,,,,
ANGELONE,Normal,S200,Smartpick 200,"ANGELONE,",Small Cap,,MRF,Mid Cap,,,,,,,,,,,,,,,,,
PGHH,Normal,S200,Smartpick 200,"PGHH,",Small Cap,,COROMANDEL,Mid Cap,,,,,,,,,,,,,,,,,
HEXT,Normal,S200,Smartpick 200,"HEXT,",Small Cap,,GODREJPROP,Mid Cap,,,,,,,,,,,,,,,,,
GRSE,Normal,S200,Smartpick 200,"GRSE,",Small Cap,,THERMAX,Mid Cap,,,,,,,,,,,,,,,,,
HONAUT,Normal,S200,Smartpick 200,"HONAUT,",Small Cap,,HINDCOPPER,Mid Cap,,,,,,,,,,,,,,,,,
CPPLUS,Normal,S200,Smartpick 200,"CPPLUS,",Small Cap,,APLAPOLLO,Mid Cap,,,,,,,,,,,,,,,,,
ANANDRATHI,Normal,S200,Smartpick 200,"ANANDRATHI,",Small Cap,,MOTILALOFS,Mid Cap,,,,,,,,,,,,,,,,,
HSCL,Normal,S200,Smartpick 200,"HSCL,",Small Cap,,543225,Mid Cap,,,,,,,,,,,,,,,,,
CRISIL,Normal,S200,Smartpick 200,"CRISIL,",Small Cap,,KRT,Mid Cap,,,,,,,,,,,,,,,,,
ABSLAMC,Normal,S200,Smartpick 200,"ABSLAMC,",Small Cap,,PATANJALI,Mid Cap,,,,,,,,,,,,,,,,,
ZFCVINDIA,Normal,S200,Smartpick 200,"ZFCVINDIA,",Small Cap,,KEI,Mid Cap,,,,,,,,,,,,,,,,,
GODIGIT,Normal,S200,Smartpick 200,"GODIGIT,",Small Cap,,APARINDS,Mid Cap,,,,,,,,,,,,,,,,,
IKS,Normal,S200,Smartpick 200,"IKS,",Small Cap,,SUNDARMFIN,Mid Cap,,,,,,,,,,,,,,,,,
TATATECH,Normal,S200,Smartpick 200,"TATATECH,",Small Cap,,BDL,Mid Cap,,,,,,,,,,,,,,,,,
NUVAMA,Normal,S200,Smartpick 200,"NUVAMA,",Small Cap,,RADICO,Mid Cap,,,,,,,,,,,,,,,,,
TIMKEN,Normal,S200,Smartpick 200,"TIMKEN,",Small Cap,,NLCINDIA,Mid Cap,,,,,,,,,,,,,,,,,
LALPATHLAB,Normal,S200,Smartpick 200,"LALPATHLAB,",Small Cap,,360ONE,Mid Cap,,,,,,,,,,,,,,,,,
TATAELXSI,Normal,S200,Smartpick 200,"TATAELXSI,",Small Cap,,SUPREMEIND,Mid Cap,,,,,,,,,,,,,,,,,
SHYAMMETL,Normal,S200,Smartpick 200,"SHYAMMETL,",Small Cap,,PREMIERENE,Mid Cap,,,,,,,,,,,,,,,,,
FORCEMOT,Normal,S200,Smartpick 200,"FORCEMOT,",Small Cap,,PIRAMALFIN,Mid Cap,,,,,,,,,,,,,,,,,
NBCC,Normal,S200,Smartpick 200,"NBCC,",Small Cap,,PIIND,Mid Cap,,,,,,,,,,,,,,,,,
MSUMI,Normal,S200,Smartpick 200,"MSUMI,",Small Cap,,ANTHEM,Mid Cap,,,,,,,,,,,,,,,,,
GUJGASLTD,Normal,S200,Smartpick 200,"GUJGASLTD,",Small Cap,,IRCTC,Mid Cap,,,,,,,,,,,,,,,,,
AEGISLOG,Normal,S200,Smartpick 200,"AEGISLOG,",Small Cap,,PAGEIND,Mid Cap,,,,,,,,,,,,,,,,,
GILLETTE,Normal,S200,Smartpick 200,"GILLETTE,",Small Cap,,BALKRISIND,Mid Cap,,,,,,,,,,,,,,,,,
CDSL,Normal,S200,Smartpick 200,"CDSL,",Small Cap,,M&MFIN,Mid Cap,,,,,,,,,,,,,,,,,
AWL,Normal,S200,Smartpick 200,"AWL,",Small Cap,,MPHASIS,Mid Cap,,,,,,,,,,,,,,,,,
SAILIFE,Normal,S200,Smartpick 200,"SAILIFE,",Small Cap,,AIIL,Mid Cap,,,,,,,,,,,,,,,,,
TENNIND,Normal,S200,Smartpick 200,"TENNIND,",Small Cap,,VOLTAS,Mid Cap,,,,,,,,,,,,,,,,,
APOLLOTYRE,Normal,S200,Smartpick 200,"APOLLOTYRE,",Small Cap,,PETRONET,Mid Cap,,,,,,,,,,,,,,,,,
ACUTAAS,Normal,S200,Smartpick 200,"ACUTAAS,",Small Cap,,FLUOROCHEM,Mid Cap,,,,,,,,,,,,,,,,,
SUMICHEM,Normal,S200,Smartpick 200,"SUMICHEM,",Small Cap,,JKCEMENT,Mid Cap,,,,,,,,,,,,,,,,,
GESHIP,Normal,S200,Smartpick 200,"GESHIP,",Small Cap,,ASTRAL,Mid Cap,,,,,,,,,,,,,,,,,
DATAPATTNS,Normal,S200,Smartpick 200,"DATAPATTNS,",Small Cap,,HUDCO,Mid Cap,,,,,,,,,,,,,,,,,
KAYNES,Normal,S200,Smartpick 200,"KAYNES,",Small Cap,,EMBASSY,Mid Cap,,,,,,,,,,,,,,,,,
RRKABEL,Normal,S200,Smartpick 200,"RRKABEL,",Small Cap,,COCHINSHIP,Mid Cap,,,,,,,,,,,,,,,,,
IGL,Normal,S200,Smartpick 200,"IGL,",Small Cap,,IPCALAB,Mid Cap,,,,,,,,,,,,,,,,,
TRITURBINE,Normal,S200,Smartpick 200,"TRITURBINE,",Small Cap,,NH,Mid Cap,,,,,,,,,,,,,,,,,
ASTRAZEN,Normal,S200,Smartpick 200,"ASTRAZEN,",Small Cap,,ENDURANCE,Mid Cap,,,,,,,,,,,,,,,,,
NETWEB,Normal,S200,Smartpick 200,"NETWEB,",Small Cap,,GODREJIND,Mid Cap,,,,,,,,,,,,,,,,,
KPIL,Normal,S200,Smartpick 200,"KPIL,",Small Cap,,CONCOR,Mid Cap,,,,,,,,,,,,,,,,,
NEULANDLAB,Normal,S200,Smartpick 200,"NEULANDLAB,",Small Cap,,GLAXO,Mid Cap,,,,,,,,,,,,,,,,,
PFIZER,Normal,S200,Smartpick 200,"PFIZER,",Small Cap,,ASTERDM,Mid Cap,,,,,,,,,,,,,,,,,
GRINDWELL,Normal,S200,Smartpick 200,"GRINDWELL,",Small Cap,,AJANTPHARM,Mid Cap,,,,,,,,,,,,,,,,,
HBLENGINE,Normal,S200,Smartpick 200,"HBLENGINE,",Small Cap,,GLAND,Mid Cap,,,,,,,,,,,,,,,,,
NATCOPHARM,Normal,S200,Smartpick 200,"NATCOPHARM,",Small Cap,,NAVINFLUOR,Mid Cap,,,,,,,,,,,,,,,,,
KPITTECH,Normal,S200,Smartpick 200,"KPITTECH,",Small Cap,,3MINDIA,Mid Cap,,,,,,,,,,,,,,,,,
ATUL,Normal,S200,Smartpick 200,"ATUL,",Small Cap,,LTTS,Mid Cap,,,,,,,,,,,,,,,,,
AFFLE,Normal,S200,Smartpick 200,"AFFLE,",Small Cap,,AIAENG,Mid Cap,,,,,,,,,,,,,,,,,
SYRMA,Normal,S200,Smartpick 200,"SYRMA,",Small Cap,,SONACOMS,Mid Cap,,,,,,,,,,,,,,,,,
TDPOWERSYS,Normal,S200,Smartpick 200,"TDPOWERSYS,",Small Cap,,KALYANKJIL,Mid Cap,,,,,,,,,,,,,,,,,
EMMVEE,Normal,S200,Smartpick 200,"EMMVEE,",Small Cap,,IREDA,Mid Cap,,,,,,,,,,,,,,,,,
EIHOTEL,Normal,S200,Smartpick 200,"EIHOTEL,",Small Cap,,GODFRYPHLP,Mid Cap,,,,,,,,,,,,,,,,,
BAYERCROP,Normal,S200,Smartpick 200,"BAYERCROP,",Small Cap,,JBCHEPHARM,Mid Cap,,,,,,,,,,,,,,,,,
SAGILITY,Normal,S200,Smartpick 200,"SAGILITY,",Small Cap,,BAGMANE,Mid Cap,,,,,,,,,,,,,,,,,
SUNTV,Normal,S200,Smartpick 200,"SUNTV,",Small Cap,,ATHERENERG,Mid Cap,,,,,,,,,,,,,,,,,
GPIL,Normal,S200,Smartpick 200,"GPIL,",Small Cap,,POONAWALLA,Mid Cap,,,,,,,,,,,,,,,,,
SARDAEN,Normal,S200,Smartpick 200,"SARDAEN,",Small Cap,,UBL,Mid Cap,,,,,,,,,,,,,,,,,
CAMS,Normal,S200,Smartpick 200,"CAMS,",Small Cap,,TATAINVEST,Mid Cap,,,,,,,,,,,,,,,,,
GRANULES,Normal,S200,Smartpick 200,"GRANULES,",Small Cap,,WELCORP,Small Cap,,,,,,,,,,,,,,,,,
BELRISE,Normal,S200,Smartpick 200,"BELRISE,",Small Cap,,DALBHARAT,Small Cap,,,,,,,,,,,,,,,,,
CHAMBLFERT,Normal,S200,Smartpick 200,"CHAMBLFERT,",Small Cap,,DELHIVERY,Small Cap,,,,,,,,,,,,,,,,,
AVANTIFEED,Normal,S200,Smartpick 200,"AVANTIFEED,",Small Cap,,BLUESTARCO,Small Cap,,,,,,,,,,,,,,,,,
ANANTRAJ,Normal,S200,Smartpick 200,"ANANTRAJ,",Small Cap,,MEDANTA,Small Cap,,,,,,,,,,,,,,,,,
SANSERA,Normal,S200,Smartpick 200,"SANSERA,",Small Cap,,ESCORTS,Small Cap,,,,,,,,,,,,,,,,,
CASTROLIND,Normal,S200,Smartpick 200,"CASTROLIND,",Small Cap,,EMCURE,Small Cap,,,,,,,,,,,,,,,,,
SUNDRMFAST,Normal,S200,Smartpick 200,"SUNDRMFAST,",Small Cap,,SCHNEIDER,Small Cap,,,,,,,,,,,,,,,,,
ELGIEQUIP,Normal,S200,Smartpick 200,"ELGIEQUIP,",Small Cap,,ITCHOTELS,Small Cap,,,,,,,,,,,,,,,,,
RATNAMANI,Normal,S200,Smartpick 200,"RATNAMANI,",Small Cap,,KPRMILL,Small Cap,,,,,,,,,,,,,,,,,
KANSAINER,Normal,S200,Smartpick 200,"KANSAINER,",Small Cap,,UCOBANK,Small Cap,,,,,,,,,,,,,,,,,
EMAMILTD,Normal,S200,Smartpick 200,"EMAMILTD,",Small Cap,,PWL,Small Cap,,,,,,,,,,,,,,,,,
REDINGTON,Normal,S200,Smartpick 200,"REDINGTON,",Small Cap,,BANDHANBNK,Small Cap,,,,,,,,,,,,,,,,,
CIEINDIA,Normal,S200,Smartpick 200,"CIEINDIA,",Small Cap,,ANGELONE,Small Cap,,,,,,,,,,,,,,,,,
CMPDI,Normal,S200,Smartpick 200,"CMPDI,",Small Cap,,NHIT,Small Cap,,,,,,,,,,,,,,,,,
NAVA,Normal,S200,Smartpick 200,"NAVA,",Small Cap,,PGHH,Small Cap,,,,,,,,,,,,,,,,,
KAJARIACER,Normal,S200,Smartpick 200,"KAJARIACER,",Small Cap,,STARHEALTH,Small Cap,,,,,,,,,,,,,,,,,
GALLANTT,Normal,S200,Smartpick 200,"GALLANTT,",Small Cap,,HEXT,Small Cap,,,,,,,,,,,,,,,,,
FINCABLES,Normal,S200,Smartpick 200,"FINCABLES,",Small Cap,,GRSE,Small Cap,,,,,,,,,,,,,,,,,
GABRIEL,Normal,S200,Smartpick 200,"GABRIEL,",Small Cap,,MINDSPACE,Small Cap,,,,,,,,,,,,,,,,,
544467,Normal,S200,Smartpick 200,"544467,",#N/A,,CHOLAHLDNG,Small Cap,,,,,,,,,,,,,,,,,
ARE&M,Normal,S200,Smartpick 200,"ARE&M,",Small Cap,,HONAUT,Small Cap,,,,,,,,,,,,,,,,,
IGIL,Normal,S200,Smartpick 200,"IGIL,",Small Cap,,KIMS,Small Cap,,,,,,,,,,,,,,,,,
FRACTAL,Normal,S200,Smartpick 200,"FRACTAL,",Small Cap,,CPPLUS,Small Cap,,,,,,,,,,,,,,,,,
BIKAJI,Normal,S200,Smartpick 200,"BIKAJI,",Small Cap,,ANANDRATHI,Small Cap,,,,,,,,,,,,,,,,,
TECHNOE,Normal,S200,Smartpick 200,"TECHNOE,",Small Cap,,HSCL,Small Cap,,,,,,,,,,,,,,,,,
CAPLIPOINT,Normal,S200,Smartpick 200,"CAPLIPOINT,",Small Cap,,LICHSGFIN,Small Cap,,,,,,,,,,,,,,,,,
POLYMED,Normal,S200,Smartpick 200,"POLYMED,",Small Cap,,CRISIL,Small Cap,,,,,,,,,,,,,,,,,
CHOICEIN,Normal,S200,Smartpick 200,"CHOICEIN,",Small Cap,,EXIDEIND,Small Cap,,,,,,,,,,,,,,,,,
CHENNPETRO,Normal,S200,Smartpick 200,"CHENNPETRO,",Small Cap,,ABSLAMC,Small Cap,,,,,,,,,,,,,,,,,
BASF,Normal,S200,Smartpick 200,"BASF,",Small Cap,,METROBRAND,Small Cap,,,,,,,,,,,,,,,,,
BEML,Normal,S200,Smartpick 200,"BEML,",Small Cap,,SJVN,Small Cap,,,,,,,,,,,,,,,,,
TRAVELFOOD,Normal,S200,Smartpick 200,"TRAVELFOOD,",Small Cap,,JUBLFOOD,Small Cap,,,,,,,,,,,,,,,,,
GSPL,Normal,S200,Smartpick 200,"GSPL,",Small Cap,,ZFCVINDIA,Small Cap,,,,,,,,,,,,,,,,,
CEMPRO,Normal,S200,Smartpick 200,"CEMPRO,",Small Cap,,GODIGIT,Small Cap,,,,,,,,,,,,,,,,,
APLLTD,Normal,S200,Smartpick 200,"APLLTD,",Small Cap,,CENTRALBK,Small Cap,,,,,,,,,,,,,,,,,
ECLERX,Normal,S200,Smartpick 200,"ECLERX,",Small Cap,,PNBHOUSING,Small Cap,,,,,,,,,,,,,,,,,
ZENTEC,Normal,S200,Smartpick 200,"ZENTEC,",Small Cap,,IKS,Small Cap,,,,,,,,,,,,,,,,,
USHAMART,Normal,S200,Smartpick 200,"USHAMART,",Small Cap,,KARURVYSYA,Small Cap,,,,,,,,,,,,,,,,,
KFINTECH,Normal,S200,Smartpick 200,"KFINTECH,",Small Cap,,ITI,Small Cap,,,,,,,,,,,,,,,,,
AETHER,Normal,S200,Smartpick 200,"AETHER,",Small Cap,,MANAPPURAM,Small Cap,,,,,,,,,,,,,,,,,
KSB,Normal,S200,Smartpick 200,"KSB,",Small Cap,,TATATECH,Small Cap,,,,,,,,,,,,,,,,,
EIDPARRY,Normal,S200,Smartpick 200,"EIDPARRY,",Small Cap,,TVSHLTD,Small Cap,,,,,,,,,,,,,,,,,
FINEORG,Normal,S200,Smartpick 200,"FINEORG,",Small Cap,,NUVAMA,Small Cap,,,,,,,,,,,,,,,,,
VINATIORGA,Normal,S200,Smartpick 200,"VINATIORGA,",Small Cap,,NIACL,Small Cap,,,,,,,,,,,,,,,,,
INGERRAND,Normal,S200,Smartpick 200,"INGERRAND,",Small Cap,,TIMKEN,Small Cap,,,,,,,,,,,,,,,,,
PGEL,Normal,S200,Smartpick 200,"PGEL,",Small Cap,,LALPATHLAB,Small Cap,,,,,,,,,,,,,,,,,
VGUARD,Normal,S200,Smartpick 200,"VGUARD,",Small Cap,,TATAELXSI,Small Cap,,,,,,,,,,,,,,,,,
DOMS,Normal,S200,Smartpick 200,"DOMS,",Small Cap,,SHYAMMETL,Small Cap,,,,,,,,,,,,,,,,,
JSWDULUX,Normal,S200,Smartpick 200,"JSWDULUX,",Small Cap,,FORCEMOT,Small Cap,,,,,,,,,,,,,,,,,
TBOTEK,Normal,S200,Smartpick 200,"TBOTEK,",Small Cap,,MRPL,Small Cap,,,,,,,,,,,,,,,,,
ATLANTAELE,Normal,S200,Smartpick 200,"ATLANTAELE,",Small Cap,,WOCKPHARMA,Small Cap,,,,,,,,,,,,,,,,,
INOXINDIA,Normal,S200,Smartpick 200,"INOXINDIA,",Small Cap,,BIRET,Small Cap,,,,,,,,,,,,,,,,,
HAPPYFORGE,Normal,S200,Smartpick 200,"HAPPYFORGE,",Small Cap,,AMBER,Small Cap,,,,,,,,,,,,,,,,,
GRWRHITECH,Normal,S200,Smartpick 200,"GRWRHITECH,",Small Cap,,NBCC,Small Cap,,,,,,,,,,,,,,,,,
KIRLOSBROS,Normal,S200,Smartpick 200,"KIRLOSBROS,",Small Cap,,IRB,Small Cap,,,,,,,,,,,,,,,,,
ALIVUS,Normal,S200,Smartpick 200,"ALIVUS,",Small Cap,,MSUMI,Small Cap,,,,,,,,,,,,,,,,,
ENGINERSIN,Normal,S200,Smartpick 200,"ENGINERSIN,",Small Cap,,GUJGASLTD,Small Cap,,,,,,,,,,,,,,,,,
SPLPETRO,Normal,S200,Smartpick 200,"SPLPETRO,",Small Cap,,ACC,Small Cap,,,,,,,,,,,,,,,,,
HONASA,Normal,S200,Smartpick 200,"HONASA,",Small Cap,,AEGISLOG,Small Cap,,,,,,,,,,,,,,,,,
JWL,Normal,S200,Smartpick 200,"JWL,",Small Cap,,GILLETTE,Small Cap,,,,,,,,,,,,,,,,,
INDGN,Normal,S200,Smartpick 200,"INDGN,",Small Cap,,CDSL,Small Cap,,,,,,,,,,,,,,,,,
UTIAMC,Normal,S200,Smartpick 200,"UTIAMC,",Small Cap,,AWL,Small Cap,,,,,,,,,,,,,,,,,
ELECON,Normal,S200,Smartpick 200,"ELECON,",Small Cap,,SAILIFE,Small Cap,,,,,,,,,,,,,,,,,
GRAVITA,Normal,S200,Smartpick 200,"GRAVITA,",Small Cap,,TENNIND,Small Cap,,,,,,,,,,,,,,,,,
INDIAMART,Normal,S200,Smartpick 200,"INDIAMART,",Small Cap,,HFCL,Small Cap,,,,,,,,,,,,,,,,,
TEGA,Normal,S200,Smartpick 200,"TEGA,",Small Cap,,KIRLOSENG,Small Cap,,,,,,,,,,,,,,,,,
PARKHOSPS,Normal,S200,Smartpick 200,"PARKHOSPS,",Small Cap,,APOLLOTYRE,Small Cap,,,,,,,,,,,,,,,,,
CONCORDBIO,Normal,S200,Smartpick 200,"CONCORDBIO,",Small Cap,,CESC,Small Cap,,,,,,,,,,,,,,,,,
VIYASH,Normal,S200,Smartpick 200,"VIYASH,",Small Cap,,MTARTECH,Small Cap,,,,,,,,,,,,,,,,,
IEX,Normal,S200,Smartpick 200,"IEX,",Small Cap,,PTCIL,Small Cap,,,,,,,,,,,,,,,,,
ZENSARTECH,Normal,S200,Smartpick 200,"ZENSARTECH,",Small Cap,,KIOCL,Small Cap,,,,,,,,,,,,,,,,,
PRUDENT,Normal,S200,Smartpick 200,"PRUDENT,",Small Cap,,ACUTAAS,Small Cap,,,,,,,,,,,,,,,,,
BLS,Normal,S200,Smartpick 200,"BLS,",Small Cap,,NXST,Small Cap,,,,,,,,,,,,,,,,,
BBTC,Normal,S200,Smartpick 200,"BBTC,",Small Cap,,SUMICHEM,Small Cap,,,,,,,,,,,,,,,,,
KIRLPNU,Normal,S200,Smartpick 200,"KIRLPNU,",Small Cap,,PPLPHARMA,Small Cap,,,,,,,,,,,,,,,,,
IIFLCAPS,Normal,S200,Smartpick 200,"IIFLCAPS,",Small Cap,,DEEPAKNTR,Small Cap,,,,,,,,,,,,,,,,,
ESABINDIA,Normal,S200,Smartpick 200,"ESABINDIA,",Small Cap,,GESHIP,Small Cap,,,,,,,,,,,,,,,,,
MGL,Normal,S200,Smartpick 200,"MGL,",Small Cap,,AEGISVOPAK,Small Cap,,,,,,,,,,,,,,,,,
SANOFICONR,Normal,S200,Smartpick 200,"SANOFICONR,",Small Cap,,DATAPATTNS,Small Cap,,,,,,,,,,,,,,,,,
RAILTEL,Normal,S200,Smartpick 200,"RAILTEL,",Small Cap,,KAYNES,Small Cap,,,,,,,,,,,,,,,,,
ACE,Normal,S200,Smartpick 200,"ACE,",Small Cap,,STLTECH,Small Cap,,,,,,,,,,,,,,,,,
SKFINDUS,Normal,S200,Smartpick 200,"SKFINDUS,",Small Cap,,RRKABEL,Small Cap,,,,,,,,,,,,,,,,,
WAAREERTL,Normal,S200,Smartpick 200,"WAAREERTL,",Small Cap,,IGL,Small Cap,,,,,,,,,,,,,,,,,
CYIENT,Normal,S200,Smartpick 200,"CYIENT,",Small Cap,,TRITURBINE,Small Cap,,,,,,,,,,,,,,,,,
MANYAVAR,Normal,S200,Smartpick 200,"MANYAVAR,",Small Cap,,ASTRAZEN,Small Cap,,,,,,,,,,,,,,,,,
INTELLECT,Normal,S200,Smartpick 200,"INTELLECT,",Small Cap,,NETWEB,Small Cap,,,,,,,,,,,,,,,,,
MARKSANS,Normal,S200,Smartpick 200,"MARKSANS,",Small Cap,,ASAHIINDIA,Small Cap,,,,,,,,,,,,,,,,,
RITES,Normal,S200,Smartpick 200,"RITES,",Small Cap,,KPIL,Small Cap,,,,,,,,,,,,,,,,,
PGHL,Normal,S200,Smartpick 200,"PGHL,",Small Cap,,NEULANDLAB,Small Cap,,,,,,,,,,,,,,,,,
VESUVIUS,Normal,S200,Smartpick 200,"VESUVIUS,",Small Cap,,PFIZER,Small Cap,,,,,,,,,,,,,,,,,
TARIL,Normal,S200,Smartpick 200,"TARIL,",Small Cap,,GRINDWELL,Small Cap,,,,,,,,,,,,,,,,,
VOLTAMP,Normal,S200,Smartpick 200,"VOLTAMP,",Small Cap,,RAMCOCEM,Small Cap,,,,,,,,,,,,,,,,,
BSOFT,Normal,S200,Smartpick 200,"BSOFT,",Small Cap,,RBLBANK,Small Cap,,,,,,,,,,,,,,,,,
WABAG,Normal,S200,Smartpick 200,"WABAG,",Small Cap,,HBLENGINE,Small Cap,,,,,,,,,,,,,,,,,
NESCO,Normal,S200,Smartpick 200,"NESCO,",Small Cap,,NATCOPHARM,Small Cap,,,,,,,,,,,,,,,,,
STARCEMENT,Normal,S200,Smartpick 200,"STARCEMENT,",Small Cap,,CREDITACC,Small Cap,,,,,,,,,,,,,,,,,
TIMETECHNO,Normal,S200,Smartpick 200,"TIMETECHNO,",Small Cap,,HATSUN,Small Cap,,,,,,,,,,,,,,,,,
ORKLAINDIA,Normal,S200,Smartpick 200,"ORKLAINDIA,",Small Cap,,GMDCLTD,Small Cap,,,,,,,,,,,,,,,,,
SHARDACROP,Normal,S200,Smartpick 200,"SHARDACROP,",Small Cap,,KPITTECH,Small Cap,,,,,,,,,,,,,,,,,
CELLO,Normal,S200,Smartpick 200,"CELLO,",Small Cap,,CRAFTSMAN,Small Cap,,,,,,,,,,,,,,,,,
MAHSEAMLES,Normal,S200,Smartpick 200,"MAHSEAMLES,",Small Cap,,ATUL,Small Cap,,,,,,,,,,,,,,,,,
BLUEJET,Normal,S200,Smartpick 200,"BLUEJET,",Small Cap,,ONESOURCE,Small Cap,,,,,,,,,,,,,,,,,
SKFINDIA,Normal,S200,Smartpick 200,"SKFINDIA,",Small Cap,,AFFLE,Small Cap,,,,,,,,,,,,,,,,,
TIPSMUSIC,Normal,S200,Smartpick 200,"TIPSMUSIC,",Small Cap,,AADHARHFC,Small Cap,,,,,,,,,,,,,,,,,
AKUMS,Normal,S200,Smartpick 200,"AKUMS,",Small Cap,,IIFL,Small Cap,,,,,,,,,,,,,,,,,
KRBL,Normal,S200,Smartpick 200,"KRBL,",Small Cap,,SYRMA,Small Cap,,,,,,,,,,,,,,,,,
IMFA,Normal,S200,Smartpick 200,"IMFA,",Small Cap,,TDPOWERSYS,Small Cap,,,,,,,,,,,,,,,,,
POWERMECH,Normal,S200,Smartpick 200,"POWERMECH,",Small Cap,,CARBORUNIV,Small Cap,,,,,,,,,,,,,,,,,
CLEAN,Normal,S200,Smartpick 200,"CLEAN,",Small Cap,,EMMVEE,Small Cap,,,,,,,,,,,,,,,,,
JSLL,Normal,S200,Smartpick 200,"JSLL,",Small Cap,,EIHOTEL,Small Cap,,,,,,,,,,,,,,,,,
SONATSOFTW,Normal,S200,Smartpick 200,"SONATSOFTW,",Small Cap,,CUBEINVIT,Small Cap,,,,,,,,,,,,,,,,,
SAREGAMA,Normal,S200,Smartpick 200,"SAREGAMA,",Small Cap,,FSL,Small Cap,,,,,,,,,,,,,,,,,
GNFC,Normal,S200,Smartpick 200,"GNFC,",Small Cap,,BAYERCROP,Small Cap,,,,,,,,,,,,,,,,,
PGIL,Normal,S200,Smartpick 200,"PGIL,",Small Cap,,SAGILITY,Small Cap,,,,,,,,,,,,,,,,,
GPPL,Normal,S200,Smartpick 200,"GPPL,",Small Cap,,SAMMAANCAP,Small Cap,,,,,,,,,,,,,,,,,
GAEL,Normal,S200,Smartpick 200,"GAEL,",Small Cap,,TATACHEM,Small Cap,,,,,,,,,,,,,,,,,
JYOTHYLAB,Normal,S200,Smartpick 200,"JYOTHYLAB,",Small Cap,,SUNTV,Small Cap,,,,,,,,,,,,,,,,,
KIRLFER,Normal,S200,Smartpick 200,"KIRLFER,",Small Cap,,INDIGRID,Small Cap,,,,,,,,,,,,,,,,,
CERA,Normal,S200,Smartpick 200,"CERA,",Small Cap,,URBANCO,Small Cap,,,,,,,,,,,,,,,,,
SANOFI,Normal,S200,Smartpick 200,"SANOFI,",Small Cap,,GPIL,Small Cap,,,,,,,,,,,,,,,,,
VIKRAMSOLR,Normal,S200,Smartpick 200,"VIKRAMSOLR,",Small Cap,,SARDAEN,Small Cap,,,,,,,,,,,,,,,,,
TCI,Normal,S200,Smartpick 200,"TCI,",Small Cap,,PFOCUS,Small Cap,,,,,,,,,,,,,,,,,
PRICOLLTD,Normal,S200,Smartpick 200,"PRICOLLTD,",Small Cap,,CAMS,Small Cap,,,,,,,,,,,,,,,,,
TANLA,Normal,S200,Smartpick 200,"TANLA,",Small Cap,,CROMPTON,Small Cap,,,,,,,,,,,,,,,,,
LOTUSDEV,Normal,S200,Smartpick 200,"LOTUSDEV,",Small Cap,,GRANULES,Small Cap,,,,,,,,,,,,,,,,,
TRANSRAILL,Normal,S200,Smartpick 200,"TRANSRAILL,",Small Cap,,ERIS,Small Cap,,,,,,,,,,,,,,,,,
LATENTVIEW,Normal,S200,Smartpick 200,"LATENTVIEW,",Small Cap,,BELRISE,Small Cap,,,,,,,,,,,,,,,,,
JAIBALAJI,Normal,S200,Smartpick 200,"JAIBALAJI,",Small Cap,,SYNGENE,Small Cap,,,,,,,,,,,,,,,,,
DODLA,Normal,S200,Smartpick 200,"DODLA,",Small Cap,,CUB,Small Cap,,,,,,,,,,,,,,,,,
AJAXENGG,Normal,S200,Smartpick 200,"AJAXENGG,",Small Cap,,CHAMBLFERT,Small Cap,,,,,,,,,,,,,,,,,
GALAXYSURF,Normal,S200,Smartpick 200,"GALAXYSURF,",Small Cap,,DEEPAKFERT,Small Cap,,,,,,,,,,,,,,,,,
GOKULAGRO,Normal,S200,Smartpick 200,"GOKULAGRO,",Small Cap,,JSWCEMENT,Small Cap,,,,,,,,,,,,,,,,,
SHAKTIPUMP,Normal,S200,Smartpick 200,"SHAKTIPUMP,",Small Cap,,AVANTIFEED,Small Cap,,,,,,,,,,,,,,,,,
NEWGEN,Normal,S200,Smartpick 200,"NEWGEN,",Small Cap,,ANANTRAJ,Small Cap,,,,,,,,,,,,,,,,,
MOIL,Normal,S200,Smartpick 200,"MOIL,",Small Cap,,ACMESOLAR,Small Cap,,,,,,,,,,,,,,,,,
FDC,Normal,S200,Smartpick 200,"FDC,",Small Cap,,CGCL,Small Cap,,,,,,,,,,,,,,,,,
FIEMIND,Normal,S200,Smartpick 200,"FIEMIND,",Small Cap,,SANSERA,Small Cap,,,,,,,,,,,,,,,,,
GANESHHOU,Normal,S200,Smartpick 200,"GANESHHOU,",Small Cap,,CASTROLIND,Small Cap,,,,,,,,,,,,,,,,,
KOVAI,Normal,S200,Smartpick 200,"KOVAI,",Small Cap,,SUNDRMFAST,Small Cap,,,,,,,,,,,,,,,,,
